Description,Index,Scenario,Perspective,Ambiguity
pick up right arm and pick up block in the middle.,177,Configuration_6_v2.png,neither,4
"Pick up the green block that is directly in the middle of the table, right behind the two orange blocks that are furthest away from you.",1021,Configuration_6_v2.png,ambiguous,1
grab the green block in the center of all the blocks.,389,Configuration_6_v2.png,neither,1
"Pick up the green block that's right next to an orange block, but not right next to a blue block.",1055,Configuration_6_v2.png,neither,1
"Stand up, reach over the two yellow blocks, and pick up the green block with your outstretched arm.",1039,Configuration_6_v2.png,neither,3
"Please pick up the green block that is nearest to the exact center of the table, and directly in front of an orange block. Do not pick up the green block located behind a blue block.",67,Configuration_6_v2.png,ambiguous,1
Pick up the green block that is directly in front of you.,911,Configuration_6_v2.png,neither,2
Find the one group of two orange blocks. Pick up the green block in front of those orange blocks.,1213,Configuration_6_v2.png,ambiguous,1
grab the green block that is in the middle of the blocks and close to the bottom of the table.,155,Configuration_6_v2.png,ambiguous,1
Pick up the green block directly in front of the orange block.,769,Configuration_6_v2.png,ambiguous,2
Pick up the green block that is only touching the orange block.,1525,Configuration_6_v2.png,neither,1
Pick up the green block that is directly in front of the two side by side orange blocks.,845,Configuration_6_v2.png,ambiguous,1
Directly in front of you are two yellow blocks. Right behind them is a green block. Pick it up.,1085,Configuration_6_v2.png,ambiguous,2
Pick up the block in the center,1003,Configuration_6_v2.png,neither,2
pick up the second green block from the right,903,Configuration_6_v2.png,ambiguous,2
Go past the two yellow blocks in front of you and pick up the green block that is before the two orange blocks.,375,Configuration_6_v2.png,ambiguous,1
Pick up the green block in the center of the group that is in-between green blocks on the left and right sides and between the yellow and orange middle blocks.,461,Configuration_6_v2.png,neither,1
Pick the second green block from your right.,977,Configuration_6_v2.png,agent,1
Pick up the green block that is before the two orange blocks.,687,Configuration_6_v2.png,ambiguous,1
Pick up the green block that has a yellow block below it and a brown block above it.,589,Configuration_6_v2.png,ambiguous,2
There is a block in the middle of the pile. Lift your left hand and put it over the table. i will guide you as to what direction and when to pick up the block,1407,Configuration_6_v2.png,,4
Pick up the 2nd green block from your left.,1551,Configuration_6_v2.png,agent,2
Pick up the green block that has 2 yellow boxes in front of it and 2 orange blocks behind it.,1495,Configuration_6_v2.png,ambiguous,1
Pick the second block from the left.,247,Configuration_6_v2.png,ambiguous,2
Pick up the green block next to the two orange blocks that are together.,117,Configuration_6_v2.png,ambiguous,2
Pick up the green block that is in the middle by the 2 orange blocks.,1330,Configuration_6_v2.png,neither,1
Pick up the green block that is behind the two yellow blocks.,257,Configuration_6_v2.png,ambiguous,2
Take the green block that has two orange blocks behind it.,821,Configuration_6_v2.png,ambiguous,2
Pick up the green block in the center of the table that is touching the orange block.,195,Configuration_6_v2.png,neither,1
Grab the blue block that is closer to your side of the table.,428,Configuration_7_v1.png,neither,1
Pick up the blue block on your left.,1100,Configuration_7_v1.png,agent,1
pick up the first blue block on your left,746,Configuration_7_v1.png,agent,1
Pick up the blue block that is next to the two green blocks,290,Configuration_7_v1.png,neither,1
Pick up the blue block above the bottom most yellow block,110,Configuration_7_v1.png,ambiguous,2
please pick up the blue block on the right,470,Configuration_7_v1.png,ambiguous,2
Pick up the blue block on the left side.,22,Configuration_7_v1.png,ambiguous,2
"Touch the first blue block on the table, from your right.",588,Configuration_7_v1.png,agent,1
pick up left arm and pick up block in the middle to the right.,182,Configuration_7_v1.png,ambiguous,4
"From the left, and looking right, pick up the first purple block that you see. This block is also the closest purple block near you.",362,Configuration_7_v1.png,ambiguous,1
grab the blue block on your far left.,382,Configuration_7_v1.png,agent,1
Pick up the blue block on the left.,810,Configuration_7_v1.png,ambiguous,2
Pick up the blue block furthest to the left.,668,Configuration_7_v1.png,ambiguous,2
Pick up the blue on your left side of the table.,682,Configuration_7_v1.png,agent,1
"Pick up the left most blue block, which is also touching a green block.",1288,Configuration_7_v1.png,ambiguous,1
Pick up the blue block that's next to a green block.,1056,Configuration_7_v1.png,neither,1
pick up the blue block that's furthest to your left.,212,Configuration_7_v1.png,agent,1
"Please pick up the blue block that is to your farthest left on the table. It is the one almost directly in front of a green block, and to the left of an orange block.",66,Configuration_7_v1.png,agent,1
pick up the blue block on your left.,1393,Configuration_7_v1.png,agent,1
Pick that Blue Block that is furthest on your left side.,318,Configuration_7_v1.png,agent,1
pick the blue block on your left,1204,Configuration_7_v1.png,agent,1
Grab the blue block on your left.,1436,Configuration_7_v1.png,agent,1
pick up the closest blue block,414,Configuration_7_v1.png,ambiguous,2
Pick up the blue block that is furthest to your left.,950,Configuration_7_v1.png,agent,1
Pick the blue block that closest to you,338,Configuration_7_v1.png,neither,1
Pick up the blue block that is to my rightest.,226,Configuration_7_v1.png,user,1
"I would tell the robot to pick up the blue block on the far right, that is above a green block and to the left of another green block",54,Configuration_7_v1.png,ambiguous,2
"Pick up the blue block on your left, which is directly next to the green block.",884,Configuration_7_v1.png,agent,1
Pick up the blue block that is farthest to your left.,126,Configuration_7_v1.png,agent,1
Pick up the leftmost blue block.,1522,Configuration_7_v1.png,ambiguous,2
Pick up the blue block closest to you.,1218,Configuration_7_v1.png,neither,1
Pick up the blue block on your left.,1304,Configuration_7_v1.png,agent,1
Pick up the blue block to your left side.,378,Configuration_7_v1.png,agent,1
Pick up the leftmost blue block.,1190,Configuration_7_v1.png,ambiguous,2
Pick up the blue block that's on your left side.,956,Configuration_7_v1.png,agent,1
Pick up the only blue block that is on your far left side.,486,Configuration_7_v1.png,agent,1
Pick up the blue block on your far left.,188,Configuration_7_v1.png,agent,1
Pick up the blue block in front of the yellow block to your left,1485,Configuration_7_v1.png,agent,1
Pick up the left blue block,658,Configuration_7_v1.png,ambiguous,2
blue block in front of green block,12,Configuration_7_v1.png,ambiguous,2
pick up the blue cube closest to your left,574,Configuration_7_v1.png,agent,1
There is a block on the left side of the pile. Lift your left hand and put it over the table. i will guide you as to what direction and when to pick up the block,1411,Configuration_7_v1.png,,10
Pick up the left most purple block.,978,Configuration_7_v1.png,ambiguous,2
Take the blue block on the right.,820,Configuration_7_v1.png,ambiguous,2
"Looking at the arrangement on the table, please pick up the blue block that is furthest to the right.",544,Configuration_7_v1.png,ambiguous,2
Pick up the second green block from the top,1339,Configuration_7_v2.png,ambiguous,1
pick up the first green block on your left,1360,Configuration_7_v2.png,agent,1
I would ask them to pick the block that's to their left.,1467,Configuration_7_v2.png,agent,2
the green block that is the furthest to your left,1572,Configuration_7_v2.png,agent,1
Pick up the green block that is below another green block and right next to a blue block.,35,Configuration_7_v2.png,ambiguous,1
From your perspective i would pick the farthest green cube to your left.,81,Configuration_7_v2.png,agent,1
Please pick up the green block on your left hand side that is closer to you.,209,Configuration_7_v2.png,agent,1
"Of the two green boxes that are on your left, choose the one that is closer to you.",329,Configuration_7_v2.png,agent,1
Pick up the green block near to the blue block.,529,Configuration_7_v2.png,neither,1
Pick up the green block on the left that is south of another green block.,631,Configuration_7_v2.png,ambiguous,2
pick up the green block on your left closest to you.,707,Configuration_7_v2.png,agent,1
Pick up the green block closest to you on your left,717,Configuration_7_v2.png,agent,1
"In front of me, to my right, are two green blocks. Pick up the first green block you see.",781,Configuration_7_v2.png,user,2
The block you want is the furthest one on the right.  You could take your arm all the way to the right and the first one you touch when coming in will be the one you want.,827,Configuration_7_v2.png,ambiguous,2
You are to pick up the green block on your left side. It is below the green block that stands alone and furthest away and is touching a blue block.,865,Configuration_7_v2.png,agent,1
"Pick up the green block that is on the far left side, but is the closer one to you.",993,Configuration_7_v2.png,ambiguous,1
Pick up the green block that is right next to the blue block.,1011,Configuration_7_v2.png,neither,1
"Stand up, walk the the side of the table that's on your left, and pick up the green block closest to you.",1041,Configuration_7_v2.png,agent,1
Pick up the green block that is farthest to your left,1067,Configuration_7_v2.png,agent,1
"Of the two green blocks on your left side, grab the closer one.",1161,Configuration_7_v2.png,agent,1
the green block next to the blue block,1167,Configuration_7_v2.png,neither,1
Pickup the green block that is the farthest to the right.,1231,Configuration_7_v2.png,ambiguous,2
green block furthest to the right just below the blue block.,163,Configuration_7_v2.png,ambiguous,2
Grab the right-most green block.,143,Configuration_7_v2.png,ambiguous,2
"Find the green block that is farthest from you. Now, pick up the green block that is just in front of that far green block.",265,Configuration_7_v2.png,ambiguous,1
Pick up the furthest green block on your left.,1425,Configuration_7_v2.png,agent,1
Pick up the far right green block that is close to the blue block and before the farthest green block.,459,Configuration_7_v2.png,ambiguous,2
Look for a green block. Pick up the green block that is furthest to the left of you.,1027,Configuration_7_v2.png,agent,1
"Pick up the green block that is the furthest to your left, and next to the blue block.",1267,Configuration_7_v2.png,agent,1
There is a small grouping of two green blocks to your left. Pick up the block that is closer to the blue block next to that group.,1444,Configuration_7_v2.png,agent,1
Pick up the leftmost green block.,267,Configuration_7_v2.png,ambiguous,2
All the way to your left is a green block with another green block behind it. Pick up the green block in front of the farthest green one.,1081,Configuration_7_v2.png,agent,1
Pick up the green block that is directly to the left of the blue block and below another green block.,509,Configuration_7_v2.png,ambiguous,1
Pick up the green block that is second closest to my right side.,1293,Configuration_7_v2.png,user,1
Please pick up the green block closest to you on the left side of the table.,619,Configuration_7_v2.png,ambiguous,2
Pick up the green block that is the farthest to the left.,1477,Configuration_7_v2.png,ambiguous,2
Pick up the leftmost green block. This block is next to the leftmost blue block.,851,Configuration_7_v2.png,ambiguous,2
Pick up the left-most green block from your perspective.,1237,Configuration_7_v2.png,agent,1
Pick up the 1st green block on your left,403,Configuration_7_v2.png,agent,1
Narrow search to only green blocks. Find the green block that is closest to the left edge of the table. Pick it up.,791,Configuration_7_v2.png,ambiguous,2
Pick up the leftmost block.,923,Configuration_7_v2.png,ambiguous,2
Pick up the green block farthest to your left.,301,Configuration_7_v2.png,agent,1
On the left side there is two green blocks. You want to select the green one nearest you.,1115,Configuration_7_v2.png,ambiguous,1
There are two green blocks on the left side of the table - pick up the one that's closer to you.,607,Configuration_7_v2.png,ambiguous,1
Pick up the green block that is right next to a blue block.,595,Configuration_7_v2.png,neither,1
Pick up the blue block closest to me.,739,Configuration_12_v2.png,neither,1
Pick up the centre green block in the three green block set.,526,Configuration_8_v1.png,neither,1
"There is a circle of blocks. Grab not the one at the most top, but the one to the right of it.",1535,Configuration_8_v1.png,ambiguous,2
Pick up the block thats in the dead middle a little on your right side.,1506,Configuration_8_v1.png,agent,2
Please pick up the second green block from your right within a string of three green blocks between to blue blocks.,1388,Configuration_8_v1.png,agent,1
the middle row of green blocks. the green block that is in the center.,1576,Configuration_8_v1.png,neither,1
Pick up the green block that is touching 2 other green blocks in the middle.,640,Configuration_8_v1.png,neither,1
pick up the middle green block.,1429,Configuration_8_v1.png,neither,2
Pick up the green block that is face to face with another green block to its right.,502,Configuration_8_v1.png,ambiguous,2
there is a row of three green blocks with a yeellow underneath. You need to pick up the center green one on this row.,1166,Configuration_8_v1.png,ambiguous,2
"I want you to pick up a certain green block. There are two green blocks directly in front of you, pick up the one in the middle of the row of three green blocks above those.",772,Configuration_8_v1.png,neither,1
"Do you see the string of 3 green blocks in the center, near the yellow block near me? Grab the green block in the center of that line up.",430,Configuration_8_v1.png,neither,1
There's a row of three green blocks with a blue on one end and yellow on the other. Pick up the middle green.,684,Configuration_8_v1.png,neither,2
"There is a row of three green blocks very close to each other in the middle of the block arrangement. On either side of these three green blocks, there is a blue block. Pick the green block directly in the middle of this row of three green blocks.",38,Configuration_8_v1.png,neither,1
Pick up the left green block out of that touching pair.,26,Configuration_8_v1.png,ambiguous,2
Pick up the green block that is sandwiched between two other green blocks located on the right side of the table.,1074,Configuration_8_v1.png,ambiguous,1
pick the green block in the middle of the top cluster of green blocks,1192,Configuration_8_v1.png,ambiguous,3
in the group of three green blocks in the center. choose the green block in the middle out of those three blocks,748,Configuration_8_v1.png,neither,1
Pick up the Green Block that is the middle of a group of three Green Blocks located on your right.,320,Configuration_8_v1.png,agent,1
Pick up the green block near the center that is closely sandwiched between two other green blocks.,438,Configuration_8_v1.png,neither,1
Pick up the green block on the left of the pair that lined up perfectly.,1104,Configuration_8_v1.png,ambiguous,2
See the 3 green blocks in the center of the table? They are lined up almost side by side? Choose the green block that is in the middle of those three.,332,Configuration_8_v1.png,neither,1
"Pick up the green block in the middle of a row of three green blocks, right in front of the yellow block that is furthest away from you.",1018,Configuration_8_v1.png,ambiguous,1
"There are two green blocks right in front of you, behind them to your left are two green blocks close to one another. Pick up the left most block of those two that are almost touching.",1080,Configuration_8_v1.png,agent,2
Pick up the middle of the three green blocks that are located on the middle of the table.,1383,Configuration_8_v1.png,neither,1
Pick up the green block that is in the middle of the three green blocks in a straight line.,1421,Configuration_8_v1.png,neither,2
Look for a green block. Look for a green block that is very close to another green block. The green blocks should look like they combine to form a rectangle. Pick up the left most block of those two.,1034,Configuration_8_v1.png,ambiguous,2
Pick up the green block in the center of the group of 3 green blocks on your right.,308,Configuration_8_v1.png,agent,1
Look for the block of 3 green blocks toward the right side of them.  Pick the green block in the middle.,1112,Configuration_8_v1.png,agent,1
Pick the green block that's on the right side of the screen and is directly between two other green blocks.,616,Configuration_8_v1.png,ambiguous,2
"Find the two green blocks that are aligned so that one edge of each block is touching each other.  Of these two green blocks, pick up the one to your left.",888,Configuration_8_v1.png,agent,1
"Find the two green blocks that are touching each other and arranged in a straight line.  Of those two, pick up the green block on your left.",258,Configuration_8_v1.png,agent,1
pick up the green block that is directly to the right of the one in the center.,1349,Configuration_8_v1.png,ambiguous,2
Pick the green block in the middle of the horizontal line of green blocks.,758,Configuration_8_v1.png,neither,1
Grab the green block that is in the middle of the cluster of 3 green blocks.,142,Configuration_8_v1.png,neither,2
Pick up the nearest green block that is directly northwest of the yellow block closest to me.,230,Configuration_8_v1.png,ambiguous,1
"there are three green blocks in the middle of the table, grab the one in the middle.",1138,Configuration_8_v1.png,neither,1
"Of the two parallel green blocks, pick up the leftmost of them.",1180,Configuration_8_v1.png,ambiguous,3
Pick up the green block that is in the middle of the three green blocks that are very close together.,1318,Configuration_8_v1.png,neither,1
Look for 3 green block that are all touching in a row. Pick up the middle one of those 3 blocks.,940,Configuration_8_v1.png,neither,1
There are three green blocks between two blue blocks. Pick up the green block that has a yellow block directly below it.,506,Configuration_8_v1.png,ambiguous,2
"There is a cluster of three green blocks that has 3 blue blocks nearby. In that cluster of green blocks, pick the one that is in the center.",1448,Configuration_8_v1.png,neither,1
There are four green blocks in front of you followed by three green blocks. Pick up the middle of the three.,1518,Configuration_8_v1.png,neither,1
Find the two green blocks that are sitting together and touching each other. Pick up the one on the left.,94,Configuration_8_v1.png,ambiguous,2
pick up the green block between two green blocks,910,Configuration_8_v1.png,neither,4
Pick up the block that is dead in the middle.,1508,Configuration_8_v2.png,ambiguous,4
"Please pick up the green block that is almost in the center of the table. It is the green block to the immediate right of a blue block, and in front of the yellow block nearest me.",69,Configuration_8_v2.png,ambiguous,2
From your perspective i would pick the cube in the middle that is green.,83,Configuration_8_v2.png,agent,2
Pick up the green block to the right or the blue block in the middle.,99,Configuration_8_v2.png,ambiguous,2
pick up right arm and go to the middle of the blocks and pick up middle block.,173,Configuration_8_v2.png,neither,3
Please pick up the green block located center most in the table.,197,Configuration_8_v2.png,neither,1
Pick up the green cube directly behind the yellow cube that's closest to me. There's two green cubes to the right of the one you should pick up.,213,Configuration_8_v2.png,ambiguous,1
"Pick up the green block that is in the middle, next to the solitary blue block",281,Configuration_8_v2.png,ambiguous,2
"There are two green blocks touching each other, they are very well aligned, if spread apart they can be considered as being parallel to one another. You want to pick up the green block that is the closest to these two green blocks.",361,Configuration_8_v2.png,neither,1
grab the green block in the center of all of the blocks.,381,Configuration_8_v2.png,neither,1
Grab the green block that is in the center of the table and touching one other green block.,417,Configuration_8_v2.png,neither,1
It is the block directly in the middle of all the blocks.,557,Configuration_8_v2.png,neither,1
pick up the green block that is directly in the center of all the blocks.,713,Configuration_8_v2.png,neither,1
see those green blocks together? Pick up the one on the left.,805,Configuration_8_v2.png,ambiguous,2
The one you want will be green but it will be in the middle of the pack in between a blue and a yellow one,835,Configuration_8_v2.png,neither,1
You want to pick up the green block that is directly in front of the yellow block and to your right of the blue block.,985,Configuration_8_v2.png,agent,1
"Stand up, lean out over the table, and grab the  center most green block. It's right in front of a yellow one.",1049,Configuration_8_v2.png,ambiguous,1
"From your point of view, grab the green block that is directly in front of the right most yellow block.",1151,Configuration_8_v2.png,agent,1
Pickup the middle most green block.,1225,Configuration_8_v2.png,neither,1
Look at the group of 3 green blocks that are touching in the middle of the group.  Grab the leftmost one out of those 3.,1253,Configuration_8_v2.png,ambiguous,2
"Directly in front of me is a yellow block which is touching a green block, this green block is also in-between another green and a blue block. Pick up the first green block mentioned.",1283,Configuration_8_v2.png,neither,2
Pick up the green block in the center that is behind a yellow block.,139,Configuration_8_v2.png,ambiguous,2
Pick up the block from the center,1007,Configuration_8_v2.png,ambiguous,3
Pick up the green block that is situated between a yellow block and a blue block.,591,Configuration_8_v2.png,ambiguous,2
Pick up the green block that is behind the yellow block closest to me.,1313,Configuration_8_v2.png,ambiguous,2
"I would tell the robot to pick up the green block that is grouped with 3 other green blocks but to choose the one on the right side , next to the left of the blue block",51,Configuration_8_v2.png,ambiguous,2
Pick up the green block in the center of the table and just before the yellow block and to the right of the lone blue block.,457,Configuration_8_v2.png,ambiguous,2
Pick up the green block that is directly in front the yellow block in the center on the table.,849,Configuration_8_v2.png,ambiguous,2
"Pick up the green block in the center that is in front of the yellow block, and next to the blue block.",695,Configuration_8_v2.png,ambiguous,2
Take the green block that has a yellow block behind it.,823,Configuration_8_v2.png,ambiguous,2
There is a yellow block that is near the middle of the table. You are to pick up the green block that is behind it and slightly to the right.,537,Configuration_8_v2.png,ambiguous,2
There is a group of three green block near the yellow block furthest from you. Pick up the left-most green block in front of the yellow block.,1211,Configuration_8_v2.png,ambiguous,1
Pick up the green block that is in the center and next to a yellow block and to your right of the blue block that is farthest to your left.,125,Configuration_8_v2.png,agent,1
Pick up the green block int he direct center of the table.,1261,Configuration_8_v2.png,neither,1
Pick up the exact center green block just under the yellow block,653,Configuration_8_v2.png,ambiguous,1
"Counting from your right to your left, pick up the 5th green block.",961,Configuration_8_v2.png,agent,1
Pick the green block that is right below the yellow block,343,Configuration_8_v2.png,ambiguous,2
Pick up the green block in the very middle behind the yellow block,927,Configuration_8_v2.png,ambiguous,2
Pick up the green block that has a yellow block directly behind it.,279,Configuration_8_v2.png,ambiguous,1
Pick up the green block that is directly behind the farthest yellow block from you.,875,Configuration_8_v2.png,ambiguous,2
pick up the green block that is in the direct center of the table,1353,Configuration_8_v2.png,neither,1
pick up the green cube that is most in the center,563,Configuration_8_v2.png,ambiguous,4
Reach forward in the center and pick up the green block that is immediately before the yellow block.,377,Configuration_8_v2.png,ambiguous,2
Pick up the green block that is between the green block and the blue block and behind the yellow block.,733,Configuration_8_v2.png,ambiguous,3
Pick up the green block located on the northwest corner of the table.,1334,Configuration_9_v1.png,ambiguous,2
pick up the green block closest to me,1362,Configuration_9_v1.png,neither,1
I would ask them to pick the block that's directly in front of them at the furthest of the table.,1470,Configuration_9_v1.png,neither,1
Pick up the green block that is closest to me and furthest from you. It is not near any other green block.,34,Configuration_9_v1.png,neither,1
Pick up the upper most green block,112,Configuration_9_v1.png,ambiguous,2
Please select the green block located furthest away from you and close to me.,204,Configuration_9_v1.png,neither,1
pick up the green cube closest to me that's between the orange and yellow cubes,216,Configuration_9_v1.png,neither,2
Pick up the Green Block that is completely separated from the three other Green Blocks.,310,Configuration_9_v1.png,neither ,1
Choose the green box that is closest to me.,330,Configuration_9_v1.png,neither,1
Pick up the green block that is the furthest away from you.,354,Configuration_9_v1.png,neither,1
Pick up the green block that is farthest away from you and on the left.,448,Configuration_9_v1.png,ambiguous,1
"Raise your right hand, reach across the table in front of you, slide your hand to the left, and pick up the first green block you see.",576,Configuration_9_v1.png,ambiguous,2
Pick up the only green block on your left side.,676,Configuration_9_v1.png,agent,1
pick up the green block closest to me,708,Configuration_9_v1.png,neither,1
you want to grab the green on in the back between the yellow and the orange one,836,Configuration_9_v1.png,ambiguous,2
"Pick up the green block that is all by itself, between a yellow and orange block.",1014,Configuration_9_v1.png,neither,1
Pick up the green block on the left side of the table that is farthest away from you.,1078,Configuration_9_v1.png,ambiguous,2
"From your point of view, grab the left most green block.",1152,Configuration_9_v1.png,agent,1
pick the highest green block,1196,Configuration_9_v1.png,ambiguous,2
Pickup the green block that is farthest from you.,1226,Configuration_9_v1.png,neither,1
Grab the leftmost green block.,1260,Configuration_9_v1.png,ambiguous,2
Pick up the green block that is farthest to your left.,1374,Configuration_9_v1.png,agent,1
Pick up the green block closest to my right hand side and closest to me.,1300,Configuration_9_v1.png,user,1
Pick up the green block farthest away from you.,244,Configuration_9_v1.png,neither,1
Pick up the green block that is furthest away from you.,598,Configuration_9_v1.png,neither,1
Pick the green block farthest away from you.,736,Configuration_9_v1.png,neither,1
Pick up the green block that is furthest to the left.,1422,Configuration_9_v1.png,ambiguous,2
Pick up the single green block that is farthest away from you and to the left.,90,Configuration_9_v1.png,ambiguous,1
pick up the farthest green block,900,Configuration_9_v1.png,ambiguous,4
Pick up the left most green block,650,Configuration_9_v1.png,ambiguous,2
Pick up the green block on your left side that is the farthest away from you.,482,Configuration_9_v1.png,agent,1
"Pick up the green block that is closest to me, between the yellow and  orange blocks.",1270,Configuration_9_v1.png,neither,2
Pick up the green block that is nearest to me.,1240,Configuration_9_v1.png,neither,1
Pick up the green block that is closest to me.,134,Configuration_9_v1.png,neither,1
Pick up the green block furthest from you.,194,Configuration_9_v1.png,neither,1
Pick up the green block that is not with the other green blocks.,936,Configuration_9_v1.png,neither,1
Please select the green box furtherest away from you.,1120,Configuration_9_v1.png,neither ,1
Pick up the farthest away green block,1563,Configuration_9_v1.png,ambiguous,4
pick up the green cube furthest from you,564,Configuration_9_v1.png,neither,1
Pick up the far left green block towards the front and in-between the yellow and orange blocks in front.,460,Configuration_9_v1.png,ambiguous,2
Pick up the green block that is farthest away from you,1140,Configuration_9_v1.png,neither,1
Grab the green block closest to you.,146,Configuration_9_v1.png,neither,1
Narrow search for only green blocks. Look for the green block that is furthest away from you.,786,Configuration_9_v1.png,neither,1
Pick up the green block closest to me on your left.,1312,Configuration_9_v1.png,agent,1
"There is a cluster of 3 green blocks on your right, pick up the single green block that is not a part of that cluster.",1443,Configuration_9_v1.png,neither,1
Pick up the green block closest to you.,637,Configuration_9_v2.png,neither,1
Pick up the green block closest to you.,1391,Configuration_9_v2.png,neither,1
pick up the green block closest to you,409,Configuration_9_v2.png,neither,1
Pick up the green block directly in front of you,727,Configuration_9_v2.png,neither,2
grab the green block that is right in front of you.,1440,Configuration_9_v2.png,neither,1
It is the block on the top. The block that is closest to me.,555,Configuration_9_v2.png,ambiguous,2
Pick up the green block nearest to you.,671,Configuration_9_v2.png,neither,1
Pick up the green block that is closest to you.,1275,Configuration_9_v2.png,neither,1
"Pick up the green block that is closest to you, the one right in front of you.",779,Configuration_9_v2.png,neither,1
pick up the first green block in front of you,743,Configuration_9_v2.png,neither,1
Pick up the green block directly in front of you.,1047,Configuration_9_v2.png,neither,1
From your perspective i would pick  i would pick the closest green block.,77,Configuration_9_v2.png,agent,1
pick up the first green block on your right side,801,Configuration_9_v2.png,agent,2
the closest green block separated from the rest.,1175,Configuration_9_v2.png,ambiguous,2
Please pick up the green block that is positioned closest to you.,61,Configuration_9_v2.png,neither,1
Pick up the green block that is closest to you,19,Configuration_9_v2.png,neither,1
Pick up the green block that is the closest one to you.,987,Configuration_9_v2.png,neither,1
grab the green block closest to you.,385,Configuration_9_v2.png,neither,1
Pick up the green block closest to you.,1053,Configuration_9_v2.png,neither,1
Pick up the green block closest to you.,495,Configuration_9_v2.png,neither,1
Pick up the green block that is the closest to you,287,Configuration_9_v2.png,neither,1
please pick up the green block near me,463,Configuration_9_v2.png,neither,1
Pick up the first green block very near to you.,525,Configuration_9_v2.png,neither,1
Pick up the green block farthest away from you.,1541,Configuration_9_v2.png,neither,1
Pick up the green block that is closest to you.,883,Configuration_9_v2.png,neither,1
green block closest to you,7,Configuration_9_v2.png,neither,1
Pick up the green block closest to you (below the yellow block from your view).,237,Configuration_9_v2.png,agent,1
I would tell the robot to pick up the green block that is directly in front of me,49,Configuration_9_v2.png,neither,2
Pick up the green block nearest you.,1487,Configuration_9_v2.png,neither,1
Pick up the green block closest to you.,1205,Configuration_9_v2.png,neither,1
Please pick up the green block that is closest to you.,621,Configuration_9_v2.png,neither,1
Pick up the nearest green block.,1516,Configuration_9_v2.png,neither,2
Take the green block nearest to you.,817,Configuration_9_v2.png,neither,1
Pick up the green block that is closest to you.,941,Configuration_9_v2.png,neither,1
Pick up the closest green block.,277,Configuration_9_v2.png,ambiguous,2
Grab the green block at the very top right above yellow block.,167,Configuration_9_v2.png,ambiguous,2
Pick up the green block that is closest to you.,847,Configuration_9_v2.png,neither,1
Pick up the green block closest to you.,299,Configuration_9_v2.png,neither,1
Pick up the first block,1001,Configuration_9_v2.png,ambiguous,10
Pick up the green block that is closest to you.,1326,Configuration_9_v2.png,neither,1
Pick up the green block that is closest to you.,693,Configuration_9_v2.png,neither,1
Pick up the closest green block.,1187,Configuration_9_v2.png,ambiguous,2
Pick up the green block closest to you.,957,Configuration_9_v2.png,neither,1
The closest block to you is green. Pick it up.,1083,Configuration_9_v2.png,neither,1
Pick up the green block closest to you.,973,Configuration_9_v2.png,neither,1
grab the left-most orange block.,420,Configuration_10_v1.png,ambiguous,2
Pick up the orange block that is furthest from you and closest to me. There are no other blocks near this orange block.,40,Configuration_10_v1.png,neither,1
I would them to pick up the block on their left corner.,1462,Configuration_10_v1.png,agent,3
pick up the orange cube that's closest to me and also furthest away from you on your left,218,Configuration_10_v1.png,agent,1
Pick up the furthest orange block that is to the left of you.,638,Configuration_10_v1.png,agent,1
Pick up the last row orange block.,528,Configuration_10_v1.png,ambiguous,2
the isolated orange block on the corner,1174,Configuration_10_v1.png,neither,1
pick up the orange block at the top left corner.,1396,Configuration_10_v1.png,ambiguous,2
It is the block all the way on the right side by itself.,548,Configuration_10_v1.png,ambiguous,1
The left most orange block.,1570,Configuration_10_v1.png,ambiguous,2
pick up the orange block closest to me,1361,Configuration_10_v1.png,neither,1
Pick up the farthest orange block from you on your left.,804,Configuration_10_v1.png,agent,1
pick up the orange block closest to me,706,Configuration_10_v1.png,neither,1
Pick up the Orange Block which is farthest away from the rest of the blocks.,322,Configuration_10_v1.png,neither,1
"Pick up the orange block that on your left side, all alone and furthest away from you.",862,Configuration_10_v1.png,agent,1
Pick up the orange block all the way in the back on your left,718,Configuration_10_v1.png,agent,1
"Pick up that orange block, all the way by itself.",18,Configuration_10_v1.png,neither,1
Pickup the orange block that is the farthest away.,1228,Configuration_10_v1.png,ambiguous,2
Grab the orange block that is isolated from all the other blocks.,1435,Configuration_10_v1.png,neither,1
Pick up the orange block that is the furthermost away from you.,982,Configuration_10_v1.png,neither,1
pick the highest orange block,1198,Configuration_10_v1.png,ambiguous,2
Pick up the orange block furthest to the left.,1423,Configuration_10_v1.png,ambiguous,2
Pick up the orange block that is the farthest away from you to the left.,88,Configuration_10_v1.png,ambiguous,2
Pick up the furthest left orange block.,1514,Configuration_10_v1.png,ambiguous,2
Pick up the orange block farthest away from you.,1476,Configuration_10_v1.png,neither,1
"Pick up the orange block that is closest to me, and separated from the rest of the blocks.",1264,Configuration_10_v1.png,neither,1
Pick up the far left front orange block that is somewhat in its own space away from the other blocks.,454,Configuration_10_v1.png,ambiguous,2
There is a block in the left side of the table. Lift your left hand and put it over the table. i will guide you as to what direction and when to pick up the block. the block is the furthest to your left,1410,Configuration_10_v1.png,agent,1
Take the orange block that is all the way on the right.,816,Configuration_10_v1.png,ambiguous,2
orange block way in the back all by itself,4,Configuration_10_v1.png,ambiguous,2
